Contract Address,Contract Risk Level,Associate DApp
0xd400e22dca840cc7e342df1d9945684bbd587659,0,Compound
0xdC9a3e8c6327c6Fea1780019e00F7b0558f638A5,5,Aave
0xf18D3bB8eA8612Fe9289921FcD0f14C8D3e39D05,0,Uniswap
0xcff6ef0b9916682b37d80c19cff8949bc1886bc2,5,SushiSwap
0x01F592891bc8193E1d30A34528480298802981Fd,0,Uniswap
0xc9d30ea2188ef0525b6328173fc9101539d2aa5a,0,DODO
0xCcdE1e59E747bE1c186f9b2b9Fd4Fb76BDFA8002,0,Compound
0x14f76cF52708E6BCE3B8CcaF0801975D535cBCeC,0,Aave
0xbe9a66e49503e84ae59a4d0545365AABedf33b40,0,DODO
0xb5397b2210f49e96a5eb2c9747aa2bd9397d90c0,0,DODO
0x6e63111d9035dcd4687e91ca0f8c2cd0e876da6a,0,Debank
0xfe77e68700c3d7a9cf916d820fad8ea32d07e467,5,Uniswap
0x05448acd708b78791d007bc1e037ea6fe78283a6,5,Uniswap
0x7464f3a86ef34F8BaF0353ea77DC3d053FeAD8F0,0,DODO
0xBC8Bf7Dc0f9685c3d0DF2Fef31694c2f74e23437,0,DODO
0x06cC74503B6d1eB6D4d6Bc402f48fC07b804105f,0,Aave
0x8C00a411Fe8983525F82CFCe34fe4B092d9E525d,0,Aave
0x05AD60d9a2f1aa30BA0cdbAF1E0A0A145fBeA16F,0,Uniswap
0x4749B35AE40897B40585633261c5f743730fE8BC,0,Uniswap
0x8dc76c16e90351C1574a3Eea5c5797C475eA7292,0,Uniswap
0x278e57924Cd50cbE436586b35b8a1D5df9181165,0,DODO
0x9aC91386b4c6300D600C54882145D8EaBdd1B5FD,0,Uniswap
0xBF1E8E287579afaD68cc82Fc801C3C07b8C5Ae59,0,SushiSwap
0x76764e43e32c20d4a70eab1f5147a0a4d69a2b8d,0,Foundation
0x189043e82a70e4f0c1f349edcb34786bb57d1f4d,0,Aave
0x734d227e01b494856cc7fec674c5287779559d36,0,Compound
0x14a781c6327164b28b058f7f9b3b8762e75909c1,0,Compound
0x3e3b7c2c3307f9506c1639bb832c3a7147bd8cf9,0,Compound
0xe9b9bfa60ccda5f8b39d08c5f8480856ea06fdc0,0,Compound
0x50ebf633c96daa6e521ef1dcecbec1960dd1a845,0,Compound
0xe9a3bb995855cf62f16f33283d8f742ac282293b,0,Compound
0xbcdbafe7bc14d33005dae6a810b70956d302365b,0,Compound
0x42886f6d1d05ae3d684f9a4b3c4eb7d2653258d1,0,Aave
0x6e572489fEb683c473d27aaffC8A12ECB2e7Ae9a,0,Aave
0x687aedb3c73eda1ed415761cd3561bc3a93b9e5f,0,Aave
0x5a7689f1452d57e92878e0c0be47ca3525e8fcc9,5,Aave
0xbbcd23145ab10c369c9e5d3b1d58506b0cd2ab44,0,Aave
0x960fde301066b14650ff3e2b9f7f7c8851a39cc0,0,Uniswap
0xed7a1b95fc6b4f88d8389974a7f0ac4291220496,0,Uniswap
0xb493d1b6048b801747d72f755b6efbfa1b4c6103,0,Compound
0xe04b08dfc6caa0f4ec523a3ae283ece7efe00019,0,Uniswap
0x08bcbc472d0587d113b77180624b899b1c05df54,0,Aave
0xb17E64C88231ceA20D65fa2eCB48f0F60C1FB148,0,Aave
0xC0a00ab9bC620350e40868ec3eCF9025a3A0e619,0,Aave
0x5671B249391cA5E6a8FE28CEb1e85Dc41c12Ba7D,0,Uniswap
0xb9a143a9b010ff7F4408Ee87AE42C401c7c9De6D,0,Ribbon
0x25553ae5C7507F0BF108d43AC56548e3F210510a,0,Compound
0xe1584fee1f4dc128d338b3294194db6c0c2e59ed,0,Aave
0x3c5a5d7832e9084fd88885823afa8cd99250a70c,0,Aave
0x9a7aca7618801ca90f91beaa5a1a2e90a55605ca,0,Compound
0xd90f64b3a4cd33d0c2f0ef65200765f0ccfcb1ba,0,Aave
0xD8617ADcA6e4a91739dD582548C2D826ef42F56D,0,Aave
0xebda26e66f5bce5c876d0a72a62b431e7c57fb6c,0,Aave
0xad320c81bac95f0842a5fa78ab11ccb5ccc3437b,0,Aave
0xe62984be80f360b8c183ee3c0c6ad3cdfa45103b,0,Aave
0x5500f441d1dd4298d49279f3f78d17a6a255dc39,0,Compound
0x94daB35789f05f54224F6851921160DE21318072,0,Uniswap
0xd6b8b08a0d13994A5f4a1949F4870DE57e9B40d9,0,Uniswap
0xe2baac34daf707584bbc62b22c8e82b6709062c6,0,Compound
0x5007df511dd40662af2a68c1876105e40cda390e,0,Compound
0x09a211e6fa631d46e441a9a268edec60849c0f51,0,Aave
0x1d0c2555a0002a54de13749af384223691bcb4d6,5,Aave
0xBE6ac123799572c98eFdE48895465AB392534AFD,0,Uniswap
0x9fc2f2290b9a0de1c1bd579fe7ebfe1c8c29100e,0,Aave
0xE50e47E37DCF55dE1c5F2c32d346BB52064f7CE6,0,Uniswap
0xF5CB13c859383B5fb070bd111Cae7a900c00BA07,0,Uniswap
0xFc0398b247107138dB494395600fB0d075b72C9A,0,Uniswap
0x13ac4c4ed6d7416dc8036af74bc5cd3311e95ae8,0,Aave
0x952340eE9Fa88fF56E6Fa5b32404FffD9Cc4da5c,0,Uniswap
0x806943D58fD4C786c40344713371D0c496A8A0DE,0,Uniswap
0x88D217DB98a875461f919C95824D86B3eF5D54Cc,0,Uniswap
0x2f45dE4566D98655Cf6B6E91Be6C9A1967446d5C,0,Uniswap
0x0D410Ce47834798028c9CD894A29A4b12A9d5624,0,Uniswap
0x31fe1309B1169e7136AdAB01d4ba3882b5852d08,0,Uniswap
0x92f2A28fE33E0b6Ea218057EEe004E3B2B6de45d,0,Uniswap
0x8C0e5df19B998F06e57A1Db1a38232F7590abe4b,0,Uniswap
0x50a5564fdd33f1a074c4aabeecfb17fcd156ac2b,5,Compound
0xd4D344D076256Fdf806375983b2cab2Db52FD506,0,Uniswap
0xFd8dFc92B030e6BA957336e9f08C2a711e19069A,0,Uniswap
0xA61ca04DF33B72b235a8A28CfB535bb7A5271B70,0,Uniswap
0x5671387d56eAB334A2D65d6D0BB4D907898C7abA,0,Uniswap
0x55EF7F1226507cFd846DE009C2f097c2211b6Fb8,0,Uniswap
0xee5bFC3722b61ecCd6F269FF25B93Cd413Ea8650,0,Aave
0x7C110fA40017F0Ea8bFa1195f18bF3417016A4FC,5,Aave
0x1F4413c0Dd46a678ccd03bE79Bbe760050C1C799,0,Aave
0x667e74c9DC54141Ac9db2c4912f4e8d190ad6194,0,Aave
0x456fA609778cF6629bf9c80DdA50804c3d19776F,0,Compound
0x14d381755b0C26De02b947af294Ce1b1D525f653,0,Aave
0x4a23D64a3938E6718B1af365A28f15ce5d9575a4,5,Aave
0x6D2aBda21576b942aD681E5597E42f5b6a116c89,0,Aave
0x1FA9bF00D622EF5e7513f889375db86212B43B45,0,Aave
0xb281847ff2550f1F5e2D172Cd8b621aAFFe5e865,0,Compound
0x454f5AcbBE96162C0B56c74a37ACf79C65D883AC,0,Compound
0x3f3c8eea5751ddb1ca2443a418ea4596fe594576,5,Uniswap
0xff7601fb16341c30cda0c15a66bb6a04be90b3bf,0,SushiSwap
0x8ba4bf8a739bf9e0bd6d6ea4c756cb789e6bdb82,0,Uniswap
0xa9b0482462707bc2be879d9bc4f6957a5d5990cd,0,Uniswap
0x5A7ab18326138981f2279035A868425655E1D4B4,0,Aave
0x3A2b208d41d28e1bB13fB1BdAD6eDD2930b9CaCD,0,Aave
0x9CA23dc1C06cA75C2956381a2b5F0DEA8b395E36,0,Aave
0x0B3F3B556F406BB80a46D8d330c32e6091543809,0,Aave
0xd0239cb5fe32aaabcb49a682ef25200ea8bc74d3,5,Aave
0xe6862d277c30b3e75a8feb516a39cf51f0ff6c5b,5,Compound
0x364762c00b32c4b448f39efaa9cefc67a25603ff,5,Aave
0x8c87e6d4906d249033a1fa42356d77d4ea049544,5,Aave
0x7004f9fcdE66E2ecABF408132Cb21Ebbcf53D4B0,0,Ribbon
0xf715b6b29ac2bd4e0dad6a2c0c1d2b27066ae0f2,0,Foundation
0x4FFb62f112706Ec3dEb04a81e73Ef192AABdA486,0,Aave
0xf852572bCdD36648999722751c29F40fE584da43,5,Aave
0xbBd0D49a434EdB4a9D0463Dde1B66b664b2d59E7,0,Aave
0xb33bba30b6d276167c42d14ff3500fd24b4766d2,0,Aave
0x3351be9654188571a3e32388da582947928111ce,5,SushiSwap
0xb038b11ebf62cc0991600f4d09fde3dc22b71c21,5,SushiSwap
0xdD668Fa631C0b3F863e3A830ca23Fe75100009e6,0,Compound
0x30Be3E621bef357FbFad8554F9F8189E997f5186,0,Compound
0xa088A736bF2518ff3A5E47164fBcAfe47b9d6480,0,Compound
0x7b1d15a3763deD6239E0d1E10770042dcd914773,0,Compound
0x0de68d6c4aA4F54Ee78C520433cF17516330d79d,0,Compound
0x2d895d433677c05e8a53efb8386aee5117228466,0,Compound
0xf44e5930355f22bebb42bdb06dd93d0b8f27519a,0,Compound
0x1d5b358d44ebcd8c77fabdddc6ea04886c75a995,0,Compound
0x6edbf2d41178244b76a0d5d37e59a35c146854eb,0,Compound
0x3e63491b902851a3c3a79ffd2d511eac1bf7769b,0,Aave
0xa70e346ca3825b46eb4c8d0d94ff204db76bc289,5,Aave
0x792ed682F4a3b72f9627054125AD685771D231A3,0,Aave
0x9594602d6C56Fc6a05EC1caffA8bFD07176f8994,0,Aave
0x6e0f736a2a0b81E7D8B7D6Ac3608aC977341bA4F,0,Ribbon
0xc443AD9DDE3cecfB9dfC5736578f447aFE3590ba,0,Aave
0x6d5d5c147Abd930c68a3c48363992C97f84f89ef,0,Uniswap
0x69090d6968b12b79cd403ee33e871284dc7e92f6,5,Uniswap
0x01A3688D7d01390677e85256406B3156aCd59C64,0,Aave
0x826802A868fc07356b502951B5B3C1Cd7Cf6B5E6,0,Uniswap
0x993f293c07fB57b89DE88b7C622047d6434Dab27,0,Aave
0x1FddF803FAb50935dc5103e706143323Dc9b0635,5,Uniswap
0xCB0cb2d22C529FdC9F6EFff2ED21086104b21a79,0,Uniswap
0x8a93B6865C4492fF17252219B87eA6920848EdC0,0,Uniswap
0x5d6df808be06d77c726001b1b3163c3294cb8d08,0,Aave
0xED9180976c2a4742C7A57354FD39d8BEc6cbd8AB,0,Uniswap
0xb5CCd87e613379f815E9Ac5De19A92531E8e9050,0,Aave
0x9b71e867a9cd019478fd96a6afaf8cff1fd09f50,0,Zapper
0xc3e5e3a39579e221f557965c16af7994616d2d5c,0,Compound
0x712216d3e4ef49d3d796d57a773bca7174276c73,0,Zapper
0x66A6b87A18DB78086acda75b7720DC47CdABcC05,0,Uniswap
0x664223b8Bb0934aE0970e601F452f75AaCe9Aa2A,0,Uniswap
0x11f4ba2227F21Dc2A9F0b0e6Ea740369d580a212,0,Uniswap
0x71c4a2173CE3620982DC8A7D870297533360Da4E,0,Uniswap
0xC2E93e8121237A885A00627975eB06C7BF9808d6,0,Uniswap
0x29bfee7E90572Abf1088a58a145a10D051b78E46,0,Uniswap
0xe2f7C06906A9dB063C28EB5c71B6Ab454e5222dD,0,Uniswap
0xEBF4A448ff3D835F8FA883941a3E9D5E74B40B5E,0,Uniswap
0x30adCEfA5d483284FD79E1eFd54ED3e0A8eaA632,0,Uniswap
0x10F7078e2f29802D2AC78045F61A69aE0883535A,0,Uniswap
0x3B148Fa5E8297DB64262442052b227328730EA81,0,Uniswap
0xB394D8a1CE721630Cbea8Ec110DCEf0D283EDE3a,0,Uniswap
0xB525547968610395B60085bDc8033FFeaEaa5F64,0,Uniswap
0x7004BB6F2013F13C54899309cCa029B49707E547,0,Uniswap
0x1cf4Ae0Fae772B64d83D175d9E3eE06240f6Dc9a,0,DODO
0x3996D53013f562FD6D5B777Ab0Ee681802698e0D,0,Aave
0x14c6b99AfFC61e9b0753146F3437A223d0c58279,0,Aave
0x41Ab25709e0C3EDf027F6099963fE9AD3EBaB3A3,5,Compound
0xDAA037F99d168b552c0c61B7Fb64cF7819D78310,0,Compound
0xe4E2540D421e56b0B786d40c5F5268891288c6fb,0,SushiSwap
0xebd9ddb341386696fc68f0aca9c12e012c359cc1,0,Aave
0x8d5174eD1dd217e240fDEAa52Eb7f4540b04F419,0,Compound
0x09a5F6f9474337DDd091A5DeF9944AA5283EB259,0,Compound
0xe23f79a0fd84c7463faa310b77609c285ca784a7,0,Uniswap
0x4d22af37cdbab2fe1b4f21340bab51ef3c12ad2d,0,Uniswap
0x707219980471237fea93983f872a6d496e2083b5,0,Uniswap
0x37e440d480f8891b62cf61f2e36fb9503d1e3b57,0,Uniswap
0xc066f695c28591ad0c9d853c6ad199aebec49790,0,Uniswap
0xaf9955b82c2f623074bea537a2aa2788329c4b9f,0,Uniswap
0xCb5007fd3AC496D2472F96de0A98903A524E6147,0,Compound
0x1f0d1927498fbd4f9e8558704ce5b658929527ec,5,Zapper
0x2a3B273695A045EC263970e3C86c23800a0F04FC,0,Aave
0xf5AE5851288365CAB81283716575Ea6685FD0545,0,Aave
0x82991034cCB671F0F6CCFa735BE36C5eDE2BE01b,0,Aave
0x5aF0c6CA4564BD94c7a49564F7c2d67d66ca891d,0,Uniswap
0x348AB9b021FFf6016d3EB07D3171BDEF0022Cfa8,5,Uniswap
0x6E2549D909ED2D461b0594CC755eE6dD927e0640,5,Aave
0x4484F01080e8F596d82407926e99895A947EC87b,5,Compound
0x94dfafcc80b8460acf1cbc5cac17bd83c95e9992,0,Compound
0xfb2bcb2282ee34bceb2e4d64a531fd51def54069,0,Compound
0xA8F9D4aA7319C54C04404765117ddBf9448E2082,0,Compound
0xAf80ab6b81d4495e393C4978BA48a1D07fb30273,0,Compound
0xb9b0cfa90436c3fcbf8d8eb6ed8d0c2e3da47ca9,5,Aave
0xd5b0ae8003b24ecf232d434a5f098ea821cf8ae3,0,Uniswap
0x0ad8cc89bfb3b265a6de52438a26a44c6d66e74e,0,Compound
0x1766733112408b95239aD1951925567CB1203084,0,SushiSwap
0x432199e3631bf222d8a74655543459f73ce5586e,0,Aave
0xcFd05BebB84787EE2EfB2eA633981E44d754485d,0,Aave
0xD6F7171a0f873262267CF99e010C8B08Bcdd199f,5,Aave
0x83719f6408938bde08944819DC0DA4302bdAC854,0,Aave
0xda31e2a2c9665ad09d06fc54d2d047e10d8f07c4,0,SushiSwap
0x88de7d7f7b9597c86b8cd195374fbf602934f334,0,SushiSwap
0x84789b26db229ec68052e67b18933c763f7226f3,0,Uniswap
0x2637d65912660e527c998824b8933d1a1bd7daa3,0,Uniswap
0x289c4df82fc93fed57611c678b63e19ef2747e75,0,Uniswap
0x5fb36ceC478740f720fbA1e0E600BF8930BB5d74,0,Uniswap
0x1d252a4327fae636bcca2ceacc68447f9b137350,0,Zora
0x18a2381d318ee56d19316f4a7d39a2a7996e8390,0,SushiSwap
0x88f2ec209b58076db31e4221a737313941be2ef8,0,SushiSwap
0x058a35ba6869f16A8a6808306BD09237246f3051,0,Uniswap
0x4007b71e01424b2314c020fb0344b03a7c499e1a,0,Uniswap
0xe400A9B82CfC34c75FeD61Ccc3A008154899F5Be,0,Compound
0x65f53A8B88CdaCe856a2B1813f05F3E876E4F36f,0,Compound
0xc6b905f224a2cc58047c84e4e6529b8c801a48b5,5,Compound
0x61bdfb070eaa448917317d7849e325e715b6389f,5,Compound
0x5da5eba58d85b78218bc01408388199467cc7c1f,0,Compound
0x11Af10648ed5094f41753ccB69a2f74135697631,0,Compound
0x0C5cff1C9Ec7Ce8e28998503471B19c848c5a581,0,Compound
0x89bE389b0529CA3187B6e81e689496cB3Bad8557,0,Compound
0xA4BF319968986D2352FA1c550D781bBFCCE3FcaB,0,Uniswap
0x3254Ce8f5b1c82431B8f21Df01918342215825C2,0,Compound
0x127d8cD0E2b2E0366D522DeA53A787bfE9002C14,0,Aave
0x1cf2f29b464431b9d9371842c0e2a51ac6c5225a,0,Aave
0x087F35bd241e41Fc28E43f0E8C58d283DD55bD65,0,Uniswap
0x46Ec899b10d99ca8C65ef35975487cf5A40e30cc,0,Aave
0x4cBb1cdb15DcA0B4b901D2C7332A84Ecf9e2b5fE,0,Uniswap
0x7D39a24105A55588C1EC9B1e0060272eC4F96ba5,0,SushiSwap
0x456bcf03c84ae67e840c7a0036562d360b6d09c1,5,Compound
0xffc4c270244f9c0890c744f042f5f25f9ff8d4b5,5,Compound
0xb1b9018febbb098955fdfb7c48d606c4d71dfb4e,0,Aave
0xA6c8D1c55951e8AC44a0EaA959Be5Fd21cc07531,0,Compound
0xfe5b6c2a87A976dCe20130c423C679f4d6044cD7,0,Uniswap
0x7a165F8518A9Ec7d5DA15f4B77B1d7128B5D9188,5,Uniswap
0x9b0C6299D08fe823f2C0598d97A1141507e4ad86,5,Uniswap
0x279faE28b17187F2b7e047778fd4f563FFe391d2,5,Compound
0x875d56e691A4c85b32E13d6aC846f6A84Bc57384,5,Aave
0x2ba0c9896de8436516f7cbfb48d60efbb5c22263,0,Aave
0x85306936842Eb09D9Cea45BffAEc7A81D126508D,5,Aave
0x446fc46d5437b2bc7c1a430f4dc8aea1620d66df,0,Aave
0x234e8219f25f6af4be90d40c79dede31b1f21d4f,0,Aave
0xEd61372660aeb0776d5385df2C5f99A462de0245,0,Ribbon
0xd71151f7e3e1f1c6472219c815771fb7f7c4b07e,0,Aave
0x602613c7fa3b0c0b6dd4977e16dd5f00d00648f2,0,Compound
0xeb76a0479f9c7d2ed3a8d376b91e7ea109fb1bbc,0,Compound
0x1597e7dbb1e69ec2a64c756fec0db01f463aa881,0,Compound
0x244f9ea3ce29d835a5fca3efc76c0d8c7b9b7dc0,0,Compound
0x7c6338a5f64a77c0faec16487b95f8e7d621c5e5,0,Compound
0xcD7661f786D5fd6b87ee33497Dd9cCD3b2702012,0,Compound
0x497Bc53507DF17e60F731e9534cff74E8BC9DBb8,0,Aave
0x89305678Cc853A929428fA6a97ab35bD864e3F14,0,Aave
0x8358A92707824476f0d788075D53b627E85490a7,0,Aave
0xD5a3f5019FACa7EABAF0AD53f1eb9b533f0a92F6,0,DODO
0xdd0cf341c1eccffb48e4c2946c5d454d1d1f78e8,0,DODO
0x6b55CE4652c35aa6eeE386DA62b5fe3726D4E8C0,0,Compound
0xf2113d0c99f36d7d6f6c6faf05e0863892255999,0,Compound
0x60b64533b9a1865d88758b05b6adfe60426311f2,0,Uniswap
0x9c9686AF7D5e3f71672672DC3f4D557E808700Ae,0,Aave
0xCFa39D961b6Dd99240F21cCBB7E33230F53b6385,0,Aave
0x28c4106aadd12a9bb5d795ae717d8aa0b5685277,0,Uniswap
0x0fcbb36ed7908bd5952ca171584b74bbab283091,0,Uniswap
0x77Bc1A1ba4E9A6DF5BDB21f2bBC07B9854E8D1a8,0,Uniswap
0x695725627E04898Ef4a126Ae71FC30aA935c5fb6,0,Uniswap
0x752e13777137321c7311a787555cd6ee3375bc65,0,Aave
0xF6F7cc9464Cb15e0A5B116D738dCa88434bbA00A,5,Aave
0xb36a5f0Bdec9C474e7Eb6ab36a9ED20736205789,0,OpenSea
0x30d8ed9fa5e3f3efd81529431d1bff205b6c1206,0,SushiSwap
0x4F3Da46BF999C6b3005C1465672009fBF99e7b9f,0,Lido
0xC08B0F2baBEdcbC6c5459F38410f29206C7b2120,0,Compound
0x79A6b90E9623b2f4324acC63dfa30b6235d95cEa,0,Compound
0xAD42894b382298007aedBf2dA53319887ea8fA1B,0,Compound
0xaB082517A95D849f48116326cf36490C1885cC66,0,Compound
0x9c551476d3852fEa0B37aEF5dF1bcAa80F06Ce94,0,Uniswap
0x69a25Ac7e03F9c570C07aB36e13d582AD43259B8,0,Uniswap
0x0A5466b35CAfC4711C347fc2d34E10fC97E56774,0,Uniswap
0xff18136888A14Dbba737ac25C8Bd8B8c813Aa0fE,0,Liquity
0xeC81C076243Bc7f6d803b7f365c29776ad7f6485,0,Liquity
0xb9D16728bBEe4926775c79eA5EeE14Ec4501A9cD,0,Liquity
0xC7cf1DFA6779E2e2E4b9270151025CBaC42C94c7,0,Compound
0x6ef6f8928a1744711ec5cf261b8288d75d1b6f0e,0,OpenSea
0x2f303634d20c722082726ce8075d9a5169e6d312,0,Compound
0x2634e5d477b80b4578dadc2962336929b5e9ee3a,0,Compound
0x215812e8a2045AC393cc2Ea0A5ea7744dEdbBBcF,0,Uniswap
0x6cCD6172A0fBf236ab927ACF56Fcc7fC6eB34991,0,DODO
0x1d87597d14ef58b42be48714ee03e7838f0228ee,0,Compound
0xC4956C16696c69853e7c7B213640EB46b2F380c2,0,Compound
0xaA963524E65c671EF7A5485ADF9e342C401A46fF,0,Compound
0xbc7bebc1532d6e3bf1464430056cf1d277753388,0,Uniswap
0xe6c1A8E7a879d7feBB8144276a62f9a6b381bd37,0,Compound
0xa3cA30a7D523959fDDF7C9800C7121211B559D24,0,DODO
0xB58cbCb1e98c7F3771847cc2D730bF9589b534e4,0,Uniswap
0x99032f154EC3b28DFE57875c7a098e1d004283Fc,0,Uniswap
0xB1d82666384bE5F8C59AA18e650493ABb8A614Ad,0,Uniswap
0xd3522cc3abf674777b652c4f248cbdd4a329e3c2,0,Aave
0x5a312B373651bd630EAF75e136F34B69ffac23f5,0,Compound
0x13C39E9c12d5e80ea9C174600B48075439Fd2368,0,Aave
0xe0A75ddC2b6411cd350C2f2cE12981A7F059A8E7,0,Compound
